AccountID,latest_txn,total_txns,total_amount,avg_amount,avg_days_gap,max_days_gap,login_attempts_avg,balance,days_since_last_txn,bank_inactive_flag
AC00187,2023-10-02 17:44:05,5,953.1800000000001,190.63600000000002,549.2,630,1.8,3278.65,91,1
AC00188,2023-09-25 16:22:10,5,554.78,110.95599999999999,482.0,602,1.0,6295.45,98,1
AC00189,2023-10-09 18:28:04,5,1510.07,302.014,495.8,651,1.8,213.0,83,1
AC00190,2023-08-30 17:54:55,5,1104.1399999999999,220.82799999999997,566.0,665,1.0,7417.69,124,1
AC00191,2023-12-28 18:53:29,3,511.29999999999995,170.4333333333333,529.6666666666666,668,2.0,13265.92,3,0
AC00192,2023-09-07 16:28:19,4,2250.17,562.5425,535.25,623,1.0,12799.34,116,1
AC00193,2023-10-12 16:29:09,2,531.48,265.74,460.5,532,1.0,7334.08,81,1
AC00194,2023-09-08 16:28:54,5,944.42,188.884,566.0,644,1.4,4846.68,115,1
AC00195,2023-09-18 16:40:55,2,978.6600000000001,489.33000000000004,462.0,511,1.0,10135.88,105,1
AC00196,2023-12-20 18:58:27,6,2027.38,337.8966666666667,452.8333333333333,612,1.0,3473.24,11,0
AC00197,2023-11-06 16:31:43,4,602.33,150.5825,471.5,588,1.0,4331.54,56,1
AC00198,2023-06-23 17:38:26,2,1067.8200000000002,533.9100000000001,580.5,661,1.0,11748.86,192,1
AC00199,2023-02-15 16:36:48,1,7.08,7.08,628.0,628,1.0,13316.71,320,1
AC00200,2023-10-12 16:02:13,7,1547.47,221.06714285714287,524.2857142857143,651,1.7142857142857142,3139.75,81,1
AC00201,2023-11-27 17:04:28,5,1035.32,207.064,483.4,644,1.0,802.09,35,1
AC00202,2023-12-22 16:25:16,12,3722.12,310.1766666666667,447.6666666666667,613,1.0,3812.87,10,0
AC00203,2023-12-15 16:04:20,6,2741.2799999999997,456.87999999999994,464.6666666666667,627,1.0,6151.05,17,0
AC00204,2024-01-01 16:30:58,7,2658.75,379.82142857142856,413.2857142857143,525,1.0,1137.89,0,0
AC00205,2023-12-12 16:57:29,4,1658.0099999999998,414.50249999999994,452.0,586,1.0,1584.6,20,0
AC00206,2023-09-08 16:09:45,2,510.91,255.455,456.5,490,2.5,1256.33,115,1
AC00207,2023-12-28 16:51:20,2,258.82,129.41,352.0,392,1.0,5549.2,4,0
AC00208,2023-12-29 17:17:48,4,2470.8399999999997,617.7099999999999,388.75,468,1.0,3801.82,3,0
AC00209,2023-12-01 17:45:19,5,1377.83,275.566,433.8,630,1.0,8457.09,31,1
AC00210,2023-12-11 16:37:20,4,1043.15,260.7875,447.0,602,1.0,6486.18,21,0
AC00211,2023-08-30 18:38:56,4,1989.56,497.39,567.25,664,1.25,7551.89,123,1
AC00212,2023-12-25 16:11:46,3,936.99,312.33,361.6666666666667,403,1.0,11036.74,7,0
AC00213,2023-12-04 17:06:43,6,1576.72,262.7866666666667,517.1666666666666,626,1.0,6149.81,28,0
AC00214,2023-05-22 17:45:02,2,215.44,107.72,572.0,612,1.0,5882.12,224,1
AC00215,2023-12-25 17:41:33,5,961.87,192.374,495.2,637,1.0,3495.51,7,0
AC00216,2023-10-23 16:35:48,5,1347.03,269.406,506.4,630,1.8,4120.75,70,1
AC00217,2023-12-04 16:27:40,6,1395.58,232.59666666666666,462.0,637,1.0,3944.12,28,0
AC00218,2023-11-03 18:33:50,7,1823.24,260.46285714285716,520.8571428571429,669,1.2857142857142858,2284.41,58,1
AC00219,2023-12-27 17:18:17,10,1428.99,142.899,477.9,651,1.0,1204.11,5,0
AC00220,2023-11-06 16:34:10,6,2551.05,425.175,429.0,573,1.0,9129.68,56,1
AC00221,2023-06-05 16:24:12,1,170.24,170.24,518.0,518,1.0,5172.99,210,1
AC00222,2023-10-09 16:17:07,4,1645.99,411.4975,443.5,553,1.0,101.25,84,1
AC00223,2023-11-15 16:08:52,2,822.4,411.2,506.0,657,1.0,9239.12,47,1
AC00224,2023-11-16 17:14:01,2,480.7,240.35,379.5,405,2.0,123.24,46,1
AC00225,2023-11-13 16:11:52,11,2926.3,266.02727272727276,469.3636363636364,637,1.1818181818181819,1697.58,49,1
AC00227,2023-12-22 18:24:01,5,1642.8799999999999,328.57599999999996,500.6,665,1.8,14494.18,9,0
AC00228,2023-12-21 18:44:40,8,2509.8999999999996,313.73749999999995,473.875,654,1.75,4226.26,10,0
AC00229,2023-12-25 17:18:58,5,1103.31,220.66199999999998,482.2,657,1.0,9523.72,7,0
AC00230,2023-11-27 16:10:37,3,1356.75,452.25,400.6666666666667,475,1.0,12071.1,35,1
AC00231,2023-12-18 17:53:03,5,1587.27,317.454,471.2,621,1.0,9738.6,14,0
AC00232,2023-12-25 17:53:56,5,1310.56,262.11199999999997,428.6,595,1.0,11749.77,7,0
AC00233,2023-11-27 17:01:48,6,814.72,135.78666666666666,488.5,577,1.0,1290.95,35,1
AC00235,2023-11-30 16:31:03,7,1353.3000000000002,193.32857142857145,488.0,672,1.0,4860.01,32,1
AC00236,2023-12-05 17:57:39,6,2072.3999999999996,345.3999999999999,528.1666666666666,663,1.0,2411.02,27,0
AC00237,2023-10-24 17:09:41,5,1829.65,365.93,500.8,637,1.6,7764.16,69,1
AC00238,2023-11-06 17:20:40,1,335.68,335.68,364.0,364,1.0,1188.95,56,1
AC00239,2023-12-28 17:31:03,5,1036.1399999999999,207.22799999999998,479.0,615,1.2,6852.16,4,0
AC00240,2023-08-25 17:26:27,2,1501.3200000000002,750.6600000000001,514.0,591,1.0,1100.06,129,1
AC00241,2024-01-01 17:16:23,9,1742.71,193.63444444444445,509.1111111111111,658,1.2222222222222223,1642.34,0,0
AC00242,2023-11-20 16:29:48,9,1309.69,145.5211111111111,507.22222222222223,622,1.0,184.72,42,1
AC00243,2023-08-21 17:10:10,4,729.82,182.455,531.5,601,2.0,7132.08,133,1
AC00244,2023-10-12 17:10:20,5,1826.25,365.25,480.4,574,1.0,4644.19,81,1
AC00245,2023-12-15 16:16:30,6,1061.5,176.91666666666666,514.3333333333334,637,1.6666666666666667,12613.25,17,0
AC00246,2023-12-22 17:49:57,5,643.6400000000001,128.728,468.2,630,1.8,14631.88,10,0
AC00247,2024-01-01 17:37:04,7,1156.44,165.2057142857143,481.85714285714283,607,1.0,467.4,0,0
AC00248,2023-12-01 17:45:05,7,2180.5699999999997,311.50999999999993,425.85714285714283,573,1.0,852.2,31,1
AC00249,2023-12-18 18:34:33,5,602.1800000000001,120.436,428.2,619,1.0,5379.25,13,0
AC00250,2023-04-03 18:37:57,2,993.23,496.615,588.0,595,1.0,8873.43,272,1
AC00251,2023-12-25 17:05:00,4,2770.84,692.71,391.5,502,1.0,2342.64,7,0
AC00252,2023-12-25 17:12:21,2,1501.57,750.785,374.5,434,1.0,5946.45,7,0
AC00253,2023-11-29 17:43:51,6,3093.84,515.64,477.8333333333333,623,1.0,4957.57,33,1
AC00254,2023-11-23 16:59:11,6,1203.99,200.665,491.0,605,1.1666666666666667,587.12,39,1
AC00255,2023-11-06 16:32:58,3,1079.9,359.9666666666667,487.6666666666667,665,1.0,8434.99,56,1
AC00256,2023-12-19 17:19:47,3,1258.39,419.46333333333337,489.6666666666667,588,1.0,9975.79,13,0
AC00257,2023-12-06 17:10:35,11,3410.02,310.0018181818182,533.3636363636364,672,1.0,12104.51,26,0
AC00258,2023-11-28 16:09:34,7,1599.6,228.5142857142857,511.0,613,1.0,6937.48,34,1
AC00259,2023-10-23 16:27:20,3,612.27,204.09,529.3333333333334,664,1.0,8590.5,70,1
AC00260,2023-11-24 17:52:34,4,521.0,130.25,450.25,623,1.5,966.88,38,1
AC00261,2023-07-14 16:22:54,8,1161.03,145.12875,570.875,636,1.25,1435.72,171,1
AC00262,2023-10-30 16:49:25,5,2352.36,470.47200000000004,528.0,648,1.4,1006.12,63,1
AC00263,2023-12-29 16:45:06,5,1550.8400000000001,310.168,457.2,523,1.0,4704.91,3,0
AC00264,2023-11-20 16:39:15,6,2647.53,441.25500000000005,403.8333333333333,476,1.5,2018.9,42,1
AC00265,2023-12-04 16:14:07,9,3953.6,439.2888888888889,523.0,657,1.0,9578.74,28,0
AC00266,2023-12-01 16:33:43,4,614.13,153.5325,461.75,599,1.0,1938.99,31,1
AC00267,2023-12-06 17:34:01,10,2003.11,200.31099999999998,509.8,661,1.0,3896.08,26,0
AC00268,2023-09-22 16:13:06,4,1847.96,461.99,475.75,546,1.0,1189.03,101,1
