AccountID,last_transaction,avg_amount,total_transactions,avg_balance,avg_login_attempts,days_since_last,high_risk_account
AC00221,2023-06-05 16:24:12,170.24,1,5172.99,1.0,210,True
AC00222,2023-10-09 16:17:07,411.4975,4,3920.585,1.0,84,True
AC00223,2023-11-15 16:08:52,411.2,2,7726.22,1.0,47,False
AC00224,2023-11-16 17:14:01,240.35,2,4353.315,2.0,46,False
AC00225,2023-11-13 16:11:52,266.02727272727276,11,4387.590909090909,1.1818181818181819,49,False
AC00227,2023-12-22 18:24:01,328.57599999999996,5,6610.35,1.8,9,False
AC00228,2023-12-21 18:44:40,313.73749999999995,8,6111.245,1.75,10,False
AC00229,2023-12-25 17:18:58,220.66199999999998,5,4422.44,1.0,7,False
AC00230,2023-11-27 16:10:37,452.25,3,6717.666666666667,1.0,35,False
AC00231,2023-12-18 17:53:03,317.454,5,7652.6179999999995,1.0,14,False
AC00232,2023-12-25 17:53:56,262.11199999999997,5,6050.3820000000005,1.0,7,False
AC00233,2023-11-27 17:01:48,135.78666666666666,6,6186.758333333334,1.0,35,False
AC00235,2023-11-30 16:31:03,193.32857142857145,7,6119.731428571429,1.0,32,False
AC00236,2023-12-05 17:57:39,345.3999999999999,6,5299.056666666666,1.0,27,False
AC00237,2023-10-24 17:09:41,365.93,5,10119.09,1.6,69,True
AC00238,2023-11-06 17:20:40,335.68,1,1188.95,1.0,56,False
AC00239,2023-12-28 17:31:03,207.22799999999998,5,4056.996,1.2,4,False
AC00240,2023-08-25 17:26:27,750.6600000000001,2,1751.655,1.0,129,True
AC00241,2024-01-01 17:16:23,193.63444444444445,9,5154.2155555555555,1.2222222222222223,0,False
AC00242,2023-11-20 16:29:48,145.5211111111111,9,4646.2477777777785,1.0,42,False
AC00243,2023-08-21 17:10:10,182.455,4,4149.6175,2.0,133,True
AC00244,2023-10-12 17:10:20,365.25,5,3762.472,1.0,81,True
AC00245,2023-12-15 16:16:30,176.91666666666666,6,8931.121666666666,1.6666666666666667,17,False
AC00246,2023-12-22 17:49:57,128.728,5,9185.617999999999,1.8,10,False
AC00247,2024-01-01 17:37:04,165.2057142857143,7,5752.7242857142855,1.0,0,False
AC00248,2023-12-01 17:45:05,311.50999999999993,7,1939.4685714285715,1.0,31,False
AC00249,2023-12-18 18:34:33,120.436,5,8682.344000000001,1.0,13,False
AC00250,2023-04-03 18:37:57,496.615,2,5055.095,1.0,272,True
AC00251,2023-12-25 17:05:00,692.71,4,3080.4049999999997,1.0,7,False
AC00252,2023-12-25 17:12:21,750.785,2,6773.719999999999,1.0,7,False
AC00253,2023-11-29 17:43:51,515.64,6,3488.9883333333332,1.0,33,False
AC00254,2023-11-23 16:59:11,200.665,6,5198.929999999999,1.1666666666666667,39,False
AC00255,2023-11-06 16:32:58,359.9666666666667,3,7753.016666666666,1.0,56,False
AC00256,2023-12-19 17:19:47,419.46333333333337,3,5221.81,1.0,13,False
AC00257,2023-12-06 17:10:35,310.0018181818182,11,6594.159090909091,1.0,26,False
AC00258,2023-11-28 16:09:34,228.5142857142857,7,3264.925714285714,1.0,34,False
AC00259,2023-10-23 16:27:20,204.09,3,3837.0766666666664,1.0,70,True
AC00260,2023-11-24 17:52:34,130.25,4,3065.1549999999997,1.5,38,False
AC00261,2023-07-14 16:22:54,145.12875,8,5556.275000000001,1.25,171,True
AC00262,2023-10-30 16:49:25,470.47200000000004,5,2872.004,1.4,63,True
AC00263,2023-12-29 16:45:06,310.168,5,8126.625999999999,1.0,3,False
AC00264,2023-11-20 16:39:15,441.25500000000005,6,2540.1749999999997,1.5,42,False
AC00265,2023-12-04 16:14:07,439.2888888888889,9,5747.238888888889,1.0,28,False
AC00266,2023-12-01 16:33:43,153.5325,4,5184.8975,1.0,31,False
AC00267,2023-12-06 17:34:01,200.31099999999998,10,3659.88,1.0,26,False
AC00268,2023-09-22 16:13:06,461.99,4,6291.055,1.0,101,True
AC00269,2023-11-24 16:30:21,153.20333333333335,3,7879.653333333333,1.0,38,False
AC00270,2023-12-12 16:23:31,336.145,2,1960.1,1.0,20,False
AC00271,2023-12-29 16:32:37,142.30599999999998,5,2121.4260000000004,1.0,3,False
AC00272,2023-12-18 16:33:07,292.73,8,4363.1975,1.75,14,False
AC00273,2023-12-04 16:27:11,597.675,4,4521.2575,1.0,28,False
AC00274,2023-11-08 17:24:54,266.072,5,6314.3279999999995,1.0,54,False
AC00275,2023-11-06 17:23:43,217.7555555555556,9,5409.711111111112,1.0,56,False
AC00276,2023-09-04 17:46:40,294.22799999999995,5,6876.454000000001,1.0,119,True
AC00277,2023-09-12 18:46:45,441.77,3,7847.46,1.0,110,True
AC00278,2023-12-25 17:31:16,279.3433333333333,3,8107.5,1.0,7,False
AC00279,2023-09-01 18:05:37,235.88888888888889,9,7029.763333333333,1.3333333333333333,122,True
AC00280,2023-12-06 17:27:14,347.662,5,6585.808,1.0,26,False
AC00281,2023-11-09 16:06:17,288.0275,4,7851.967500000001,1.0,53,False
AC00282,2023-12-13 16:01:38,297.63,6,7422.991666666666,1.3333333333333333,19,False
AC00283,2023-12-25 17:42:00,77.9,1,664.72,1.0,7,False
AC00284,2023-11-15 18:04:22,441.66875,8,5602.1900000000005,1.0,47,False
AC00285,2023-11-03 16:50:20,405.2242857142857,7,5298.9857142857145,1.0,59,False
AC00286,2023-10-10 17:24:33,90.67333333333333,6,4575.341666666666,1.0,83,True
AC00287,2023-10-18 18:26:25,320.885,2,4740.825,1.0,74,True
AC00288,2023-10-26 17:51:32,396.0833333333333,3,4081.3799999999997,1.0,67,True
AC00289,2023-08-10 16:23:08,346.4066666666667,3,4222.6033333333335,1.0,144,True
AC00290,2023-12-14 16:09:42,472.71500000000003,4,3901.575,1.0,18,False
AC00291,2023-09-20 17:57:15,404.0185714285714,7,7245.484285714286,1.0,103,True
AC00292,2023-12-25 18:16:39,279.17571428571426,7,7738.22,1.0,7,False
AC00293,2023-12-13 17:25:54,77.945,4,4518.219999999999,1.0,19,False
AC00294,2023-09-19 17:23:14,316.48249999999996,4,5869.889999999999,1.0,104,True
AC00295,2023-11-29 18:03:46,249.90166666666667,6,6326.121666666666,1.1666666666666667,33,False
AC00296,2023-12-08 16:45:12,389.09749999999997,4,1070.6675,1.0,24,False
AC00297,2023-08-21 18:36:41,273.373,10,5831.1230000000005,1.0,132,True
AC00298,2023-11-24 17:35:47,131.48142857142858,7,3864.9,1.0,38,False
AC00299,2023-10-23 18:54:48,120.7325,4,7235.755,1.0,69,True
AC00300,2023-11-24 17:29:06,171.302,5,5231.218,1.0,38,False
AC00301,2023-12-19 17:11:31,396.93333333333334,6,3055.98,1.0,13,False
AC00302,2023-12-07 17:13:16,476.6675,4,7329.4125,1.0,25,False
AC00303,2023-11-28 16:17:46,498.2416666666666,6,5414.301666666666,1.0,34,False
AC00304,2023-12-20 17:13:50,331.9818181818182,11,6378.040909090909,1.0909090909090908,12,False
AC00305,2023-11-01 17:44:46,230.47833333333332,6,7643.9800000000005,1.5,61,True
AC00306,2023-12-08 17:24:44,219.86333333333334,6,4522.18,1.0,24,False
AC00307,2023-11-10 16:06:27,204.59333333333333,3,3353.773333333333,1.0,52,False
AC00308,2023-11-08 17:53:52,242.23000000000002,2,6050.63,1.0,54,False
AC00309,2023-07-27 16:28:26,52.04,1,8436.12,1.0,158,True
AC00310,2023-10-30 17:17:51,439.97714285714284,7,3099.9471428571424,1.4285714285714286,63,True
AC00311,2023-10-12 18:11:27,291.2816666666667,6,3588.736666666666,1.0,81,True
AC00312,2023-08-14 16:09:21,489.73,4,2322.4975,1.0,140,True
AC00313,2023-10-12 16:57:36,247.89999999999998,3,5137.25,1.0,81,True
AC00314,2023-12-19 16:55:17,235.76,4,6035.6075,1.0,13,False
AC00315,2023-09-20 16:30:06,201.61200000000002,5,5088.778,1.2,103,True
AC00316,2023-11-30 16:51:46,572.9266666666666,6,6999.878333333333,1.5,32,False
AC00317,2023-10-30 16:52:49,433.22142857142853,7,5200.824285714286,1.2857142857142858,63,True
AC00318,2023-12-11 17:19:07,402.93600000000004,5,5194.2119999999995,1.8,21,False
AC00319,2023-12-07 18:28:50,333.68600000000004,5,4170.716,1.0,24,False
AC00320,2023-07-11 16:39:53,335.65200000000004,5,3435.1440000000002,1.0,174,True
AC00321,2023-04-04 16:12:25,229.35999999999999,2,6583.134999999999,1.0,272,True
AC00322,2023-12-15 16:38:43,340.74111111111114,9,4892.466666666666,1.0,17,False
AC00323,2023-12-18 16:33:01,320.0,4,6179.945,1.0,14,False
AC00324,2023-09-13 16:14:04,206.738,5,3700.8959999999997,1.0,110,True
AC00325,2023-12-04 16:08:59,331.656,5,5205.524,1.4,28,False
AC00326,2023-12-14 18:52:54,238.208,5,3002.6,1.8,17,False
AC00327,2023-12-18 17:10:48,459.555,6,2363.8233333333333,1.0,14,False
AC00328,2023-09-01 16:07:38,150.746,5,5880.886,1.0,122,True
AC00329,2023-11-27 18:28:57,220.51333333333335,9,4076.456666666667,1.0,34,False
AC00330,2023-06-08 17:08:06,216.66750000000002,4,4218.5225,1.0,207,True
AC00331,2023-10-31 16:05:00,333.0442857142857,7,3443.2514285714287,1.4285714285714286,62,True
AC00332,2023-12-18 16:32:56,294.95125,8,5286.797500000001,1.125,14,False
AC00333,2023-10-19 18:06:08,178.84666666666666,3,7932.0,2.3333333333333335,74,True
AC00334,2023-12-26 18:13:56,283.00333333333333,3,4797.21,1.0,6,False
AC00335,2023-03-20 16:02:51,171.595,2,6542.455,1.0,287,True
AC00336,2023-09-25 16:58:25,531.6175000000001,4,2706.505,1.5,98,True
AC00337,2023-10-30 18:58:42,549.17625,8,4463.3825,1.0,62,True
AC00338,2023-11-27 16:57:08,415.05428571428575,7,3110.2757142857145,1.0,35,False
