CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,is_attrited,cluster,segment,pca_x,pca_y,activity_score,activity_category,future_churn_candidate,Income_Category_enc,Card_Category_enc,churn_probability,risk_label
715318008,Existing Customer,55,F,1,College,Single,Less than $40K,Blue,36,4,2,1,3520.0,1914,1606.0,0.51,1407,43,0.483,0.544,0,4,Deal Hunters,-1.556218877148769,0.5351385976635207,0.377,Inactive,0,4,0,0.0070549175,Loyal
713962233,Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,36,6,2,3,3035.0,2298,737.0,1.724,1877,37,1.176,0.757,0,4,Deal Hunters,-1.8206476715441244,1.0409351704209833,0.3909,Inactive,0,4,0,0.066228166,Loyal
785432733,Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,0,1,At-Risk Customers,-1.4149353793885937,-1.9657444979613272,0.2092,High Risk,0,4,1,0.08708741,Loyal
715190283,Existing Customer,57,F,1,Graduate,Unknown,$40K - $60K,Blue,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,0,1,At-Risk Customers,-1.7572857026386752,-0.4503510537698643,0.2543,Inactive,0,1,0,0.0010647461,Loyal
708300483,Attrited Customer,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,1,1,At-Risk Customers,-2.014045933092889,-1.3869105745767925,0.141,High Risk,1,5,0,0.9999957,High Risk
827111283,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,41,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,0,3,Premium Customers,-0.5955754825816015,-2.969980840976942,0.2853,Inactive,0,3,0,0.0006344537,Loyal
758551608,Existing Customer,51,M,2,Unknown,Married,$40K - $60K,Blue,44,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,0,0,Silent Users,-1.6622634908144622,-0.287143456407804,0.3807,Inactive,0,1,0,2.9402925e-06,Loyal
773146383,Existing Customer,50,F,1,College,Single,$40K - $60K,Silver,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,0,0,Silent Users,-0.955809075959174,-1.506533969625859,0.3187,Inactive,0,1,3,0.2735142,Loyal
778493808,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,37,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,0,0,Silent Users,-1.3200089493335418,-0.952349844632354,0.3018,Inactive,0,2,0,0.08840378,Loyal
720572508,Existing Customer,38,F,4,Graduate,Single,Unknown,Blue,28,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,0,1,At-Risk Customers,-1.7383556386324377,-1.0481354456010916,0.2336,High Risk,0,5,0,0.014978725,Loyal
712661433,Existing Customer,49,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,0,3,Premium Customers,-0.443595728090863,-3.1365174100408,0.2882,Inactive,0,3,0,0.01346528,Loyal
789172683,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,45,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,0,4,Deal Hunters,-2.0349211581482782,0.627615208106241,0.3527,Inactive,0,2,0,3.4998795e-06,Loyal
738406533,Existing Customer,59,M,1,Doctorate,Married,$40K - $60K,Blue,52,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,0,4,Deal Hunters,-2.169169893914002,1.0178103929408857,0.3691,Inactive,0,1,0,1.3573878e-05,Loyal
799723908,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,0,3,Premium Customers,-1.1543654325081978,-1.977895869135847,0.2318,High Risk,0,3,0,0.01124454,Loyal
771490833,Existing Customer,52,M,1,College,Single,$80K - $120K,Blue,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,0,0,Silent Users,-1.3475908633786455,-0.2737657621206497,0.3961,Inactive,0,3,0,0.00017090961,Loyal
720756708,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,0,4,Deal Hunters,-1.9492214868579216,0.5348694848027079,0.2997,Inactive,0,4,0,0.0070644105,Loyal
779471883,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,1,4,Deal Hunters,-2.493264116132026,0.3209679748216595,0.2549,Inactive,0,4,0,0.9992673,High Risk
711525033,Existing Customer,66,F,0,High School,Married,Less than $40K,Blue,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,0,4,Deal Hunters,-1.8433953783444703,0.812111902314372,0.2705,Inactive,1,4,0,0.028319394,Loyal
712813458,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,36,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,0,3,Premium Customers,-0.8695674067938061,-1.715420947900733,0.3168,Inactive,0,0,0,0.00019033835,Loyal
714374133,Attrited Customer,56,M,2,Graduate,Married,$120K +,Blue,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,1,1,At-Risk Customers,-1.6644089077669528,-2.106866701839939,0.1879,High Risk,0,0,0,0.9999094,High Risk
717891558,Existing Customer,49,F,4,Graduate,Unknown,Less than $40K,Blue,36,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,0,4,Deal Hunters,-2.160028864953243,0.6154396728978011,0.2421,High Risk,1,4,0,0.022057593,Loyal
716632758,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,0,4,Deal Hunters,-1.9328362119196627,1.270800614865285,0.3984,Inactive,0,4,0,0.007544085,Loyal
768563658,Existing Customer,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,0,0,Silent Users,-1.798678674858573,-0.0165967833388997,0.3325,Inactive,0,1,0,0.00013872076,Loyal
711427458,Existing Customer,44,F,5,Graduate,Married,Unknown,Blue,35,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,0,0,Silent Users,-1.5732562449048175,-0.8199268255107119,0.354,Inactive,0,5,0,2.3950446e-05,Loyal
714091983,Existing Customer,42,M,2,High School,Single,$60K - $80K,Blue,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,0,1,At-Risk Customers,-2.1533244550654804,0.2044037984439174,0.2179,High Risk,1,2,0,0.020634769,Loyal
787584108,Existing Customer,55,M,3,Unknown,Married,$80K - $120K,Blue,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,0,4,Deal Hunters,-1.9265560892991889,0.4915637119353523,0.3537,Inactive,0,3,0,0.00057910866,Loyal
712030833,Attrited Customer,48,M,2,Graduate,Married,$60K - $80K,Silver,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,1,3,Premium Customers,-1.0695636809858773,-3.4261705543390155,0.1308,High Risk,1,2,3,0.9999018,High Risk
711481533,Existing Customer,39,M,1,High School,Divorced,$60K - $80K,Blue,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,0,1,At-Risk Customers,-1.684276531455437,-0.6889493375692317,0.2492,High Risk,0,2,0,0.0018698812,Loyal
710082708,Existing Customer,44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,0,3,Premium Customers,-1.0909741893783351,-2.2961146258668608,0.1733,High Risk,1,0,0,0.009110795,Loyal
708155733,Existing Customer,53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,0,0,Silent Users,-1.3777380987372756,-1.5779085640800508,0.2855,Inactive,0,0,0,7.382322e-05,Loyal
788979258,Existing Customer,51,M,4,Uneducated,Single,$80K - $120K,Silver,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,0,3,Premium Customers,-0.3382540822526508,-2.9515876748221683,0.3581,Inactive,0,3,3,0.005452462,Loyal
807986133,Existing Customer,57,M,2,College,Married,$60K - $80K,Blue,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,0,1,At-Risk Customers,-1.518960224715787,-0.4780018850569901,0.2725,Inactive,0,2,0,4.3776516e-05,Loyal
788730933,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,0,4,Deal Hunters,-2.2619046318487905,0.7739927187156814,0.296,Inactive,0,4,0,0.0044161724,Loyal
711314058,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,0,4,Deal Hunters,-2.365140954746098,0.6029161095713647,0.3314,Inactive,0,2,0,0.009883111,Loyal
717975333,Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,0,3,Premium Customers,-1.2737232731151311,-2.585750400940633,0.2548,Inactive,0,3,0,0.92750597,High Risk
715971108,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,0,3,Premium Customers,-0.1130094936829001,-2.829214053504218,0.325,Inactive,0,0,0,0.00222199,Loyal
720096558,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,0,4,Deal Hunters,-1.7634694149163914,0.3174901195226838,0.2965,Inactive,0,4,0,0.0005646158,Loyal
719580033,Existing Customer,54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,0,4,Deal Hunters,-2.3309690609725227,0.6487911427376307,0.3392,Inactive,0,2,0,1.536426e-05,Loyal
820582308,Existing Customer,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,0,3,Premium Customers,-0.7159141981121784,-2.0811194431830256,0.3105,Inactive,0,3,0,0.00012890185,Loyal
789973308,Existing Customer,44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,0,3,Premium Customers,-1.0496931211427178,-2.3326292423951784,0.227,High Risk,0,2,0,0.0008229955,Loyal
712876233,Existing Customer,53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,0,1,At-Risk Customers,-1.639671531367325,-0.3916746233842771,0.2681,Inactive,0,3,0,0.00013590734,Loyal
804595158,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,0,1,At-Risk Customers,-2.010158339703928,-0.5106987673253297,0.1913,High Risk,1,4,0,0.0020091792,Loyal
714826758,Existing Customer,37,F,3,Uneducated,Single,Less than $40K,Blue,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,0,1,At-Risk Customers,-0.7607254571256223,-0.2306876533249635,0.277,Inactive,0,4,0,0.00037842337,Loyal
779058108,Existing Customer,49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,0,4,Deal Hunters,-2.202392030241464,0.7996136067441568,0.4072,Inactive,0,2,0,8.917336e-06,Loyal
710790258,Existing Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,0,3,Premium Customers,-0.5852584930018109,-2.53323278777822,0.2512,Inactive,0,3,0,0.0003585785,Loyal
715623483,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,0,1,At-Risk Customers,-1.2664635090162522,-0.7513071593793064,0.2218,High Risk,0,2,0,0.009794937,Loyal
715156383,Existing Customer,44,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,0,3,Premium Customers,-0.4219898163685456,-3.0047365890418045,0.2971,Inactive,0,0,0,0.0015895369,Loyal
711013983,Attrited Customer,55,F,4,Unknown,Married,$40K - $60K,Blue,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,1,1,At-Risk Customers,-2.271355851601621,-1.2410255233520164,0.1228,High Risk,1,1,0,0.99999154,High Risk
755420433,Existing Customer,59,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,0,1,At-Risk Customers,-1.7467785261473634,-1.2771359929106718,0.22,High Risk,0,5,0,0.41689467,Medium Risk
794543958,Existing Customer,53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,0,3,Premium Customers,-0.5975051713019908,-3.120224094742202,0.1747,High Risk,1,3,0,0.019970067,Loyal
716396358,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,0,4,Deal Hunters,-1.8891492529872127,0.6165949949370203,0.3093,Inactive,0,2,0,2.548776e-05,Loyal
715398033,Existing Customer,53,M,2,High School,Single,$120K +,Blue,35,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,0,3,Premium Customers,-1.0263990663877236,-1.77923416575548,0.3027,Inactive,0,0,0,0.00026970124,Loyal
711743883,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,0,0,Silent Users,-1.4175187790513266,-0.9942586947566084,0.2946,Inactive,0,4,0,0.0072052977,Loyal
719720058,Existing Customer,44,M,3,High School,Single,$60K - $80K,Blue,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,0,1,At-Risk Customers,-1.690611219343148,-1.6981012284849015,0.2035,High Risk,0,2,0,0.00019733644,Loyal
778992108,Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,0,1,At-Risk Customers,-1.4649550404285312,-1.1348929375944874,0.2332,High Risk,0,0,0,0.10376953,Loyal
717539808,Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,0,0,Silent Users,-1.5062381270910934,-1.547003194647436,0.2696,Inactive,0,4,0,0.009384679,Loyal
714070758,Existing Customer,49,M,4,High School,Single,$80K - $120K,Blue,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,0,3,Premium Customers,-0.454964222704581,-2.693443825672603,0.254,Inactive,0,3,0,0.00015742636,Loyal
714107958,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,0,1,At-Risk Customers,-1.357818471598687,-1.1938890556020942,0.1858,High Risk,1,1,0,0.20226035,Loyal
789140283,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765,0,4,Deal Hunters,-2.29874126853241,0.8743976166350297,0.2482,High Risk,1,3,0,0.0001666693,Loyal
715550508,Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,28,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,0,4,Deal Hunters,-2.5173478680918544,1.3480063074189008,0.4225,Inactive,0,5,0,0.0022710445,Loyal
719712633,Existing Customer,64,M,1,Graduate,Married,Less than $40K,Blue,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,0,1,At-Risk Customers,-1.9737219711929888,0.4142389207725191,0.2365,High Risk,1,4,0,0.017841876,Loyal
772629333,Existing Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,0,1,At-Risk Customers,-1.8914571274505685,-0.1907752050832089,0.2091,High Risk,1,1,0,0.009404773,Loyal
720336708,Existing Customer,53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,0,1,At-Risk Customers,-1.5194731217397912,0.2526945642798456,0.3097,Inactive,0,1,0,0.0033310982,Loyal
802013583,Existing Customer,56,M,3,College,Married,$120K +,Blue,50,3,2,0,9689.0,2250,7439.0,0.576,1158,19,0.727,0.232,0,0,Silent Users,-1.7848683762507456,-0.9955755507662544,0.2865,Inactive,0,0,0,0.00011406538,Loyal
711887583,Attrited Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,1,1,At-Risk Customers,-2.1387785987519106,-0.6060027807704791,0.2281,High Risk,0,3,0,0.99141496,High Risk
714778833,Existing Customer,49,F,3,College,Single,Unknown,Blue,43,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085,0,3,Premium Customers,-1.2259320544675156,-2.29279839308758,0.1639,High Risk,1,5,0,0.0019638613,Loyal
